"course_key","course_name","tee_name","tee_color","gender","course_rating","slope_rating","total_yards","source_url","notes"
"seven-canyons-golf-club","Seven Canyons Golf Club","Regular","Regular","M","67.7","126","5884","https://sevencanyons.com/documents/20124/47310/SevenCanyons_Scorecard.pdf","Official Seven Canyons scorecard PDF."
"seven-canyons-golf-club","Seven Canyons Golf Club","Regular","Regular","F","72.5","150","5884","https://sevencanyons.com/documents/20124/47310/SevenCanyons_Scorecard.pdf","Official Seven Canyons scorecard PDF."
"seven-canyons-golf-club","Seven Canyons Golf Club","Regular/Forward","Combo","M","65.2","120","5469","https://sevencanyons.com/documents/20124/47310/SevenCanyons_Scorecard.pdf","Official Seven Canyons scorecard PDF."
"seven-canyons-golf-club","Seven Canyons Golf Club","Regular/Forward","Combo","F","69.4","134","5469","https://sevencanyons.com/documents/20124/47310/SevenCanyons_Scorecard.pdf","Official Seven Canyons scorecard PDF."
"seven-canyons-golf-club","Seven Canyons Golf Club","Forward","Forward","M","63.6","116","5143","https://sevencanyons.com/documents/20124/47310/SevenCanyons_Scorecard.pdf","Official Seven Canyons scorecard PDF."
"seven-canyons-golf-club","Seven Canyons Golf Club","Forward","Forward","F","67.8","124","5143","https://sevencanyons.com/documents/20124/47310/SevenCanyons_Scorecard.pdf","Official Seven Canyons scorecard PDF."
"elephant-rocks-golf-course","Elephant Rocks Golf Course","Championship","Championship","M","70.8","130","6695","https://www.elephant-rocks.com/wp-content/uploads/sites/7414/2022/04/Scorecard-2022-Scan1.jpg","Official Elephant Rocks scorecard image."
"elephant-rocks-golf-course","Elephant Rocks Golf Course","Middle","Middle","M","68.1","121","6082","https://www.elephant-rocks.com/wp-content/uploads/sites/7414/2022/04/Scorecard-2022-Scan1.jpg","Official Elephant Rocks scorecard image."
"elephant-rocks-golf-course","Elephant Rocks Golf Course","Front","Front","M","65.0","113","5427","https://www.elephant-rocks.com/wp-content/uploads/sites/7414/2022/04/Scorecard-2022-Scan1.jpg","Official Elephant Rocks scorecard image."
"elephant-rocks-golf-course","Elephant Rocks Golf Course","Front","Front","F","70.0","131","5427","https://www.elephant-rocks.com/wp-content/uploads/sites/7414/2022/04/Scorecard-2022-Scan1.jpg","Official Elephant Rocks scorecard image."
"pinewood-country-club","Pinewood Country Club","Elk","Elk","M","70.6","127","6637","https://pinewoodcountryclubaz.com/Course_Info","Official Pinewood Country Club Course Info page."
"pinewood-country-club","Pinewood Country Club","Pine Cone","Pine Cone","M","68.6","122","6211","https://pinewoodcountryclubaz.com/Course_Info","Official Pinewood Country Club Course Info page."
"pinewood-country-club","Pinewood Country Club","Coyote","Coyote","M","67.3","116","5650","https://pinewoodcountryclubaz.com/Course_Info","Official Pinewood Country Club Course Info page."
"pinewood-country-club","Pinewood Country Club","Pine Tree","Pine Tree","M","64.6","107","5359","https://pinewoodcountryclubaz.com/Course_Info","Official Pinewood Country Club Course Info page."
"pinewood-country-club","Pinewood Country Club","Deer","Deer","M","61.8","101","5067","https://pinewoodcountryclubaz.com/Course_Info","Official Pinewood Country Club Course Info page."
"prescott-golf-club","Prescott Golf Club","Blue","Blue","M","71.0","127","6655","https://www.prescottgolfclub.com/wp-content/uploads/sites/8834/2023/04/prescott-scorecard.pdf","Official Prescott Golf Club scorecard PDF."
"prescott-golf-club","Prescott Golf Club","Blue/White","Blue/White","M","70.1","124","6457","https://www.prescottgolfclub.com/wp-content/uploads/sites/8834/2023/04/prescott-scorecard.pdf","Official Prescott Golf Club scorecard PDF."
"prescott-golf-club","Prescott Golf Club","White","White","M","69.0","121","6302","https://www.prescottgolfclub.com/wp-content/uploads/sites/8834/2023/04/prescott-scorecard.pdf","Official Prescott Golf Club scorecard PDF."
"prescott-golf-club","Prescott Golf Club","White","White","F","74.5","133","6302","https://www.prescottgolfclub.com/wp-content/uploads/sites/8834/2023/04/prescott-scorecard.pdf","Official Prescott Golf Club scorecard PDF."
"prescott-golf-club","Prescott Golf Club","Yellow","Yellow","M","67.3","118","5946","https://www.prescottgolfclub.com/wp-content/uploads/sites/8834/2023/04/prescott-scorecard.pdf","Official Prescott Golf Club scorecard PDF."
"prescott-golf-club","Prescott Golf Club","Yellow","Yellow","F","72.4","128","5946","https://www.prescottgolfclub.com/wp-content/uploads/sites/8834/2023/04/prescott-scorecard.pdf","Official Prescott Golf Club scorecard PDF."
"prescott-golf-club","Prescott Golf Club","Red","Red","M","66.4","116","5732","https://www.prescottgolfclub.com/wp-content/uploads/sites/8834/2023/04/prescott-scorecard.pdf","Official Prescott Golf Club scorecard PDF."
"prescott-golf-club","Prescott Golf Club","Red","Red","F","71.1","125","5732","https://www.prescottgolfclub.com/wp-content/uploads/sites/8834/2023/04/prescott-scorecard.pdf","Official Prescott Golf Club scorecard PDF."
"stoneridge-golf-course","StoneRidge Golf Course","Black","Black","M","72.5","142","7052","https://stoneridgegolf.com/golf-course/","Official StoneRidge scorecard images."
"stoneridge-golf-course","StoneRidge Golf Course","Black/Gold","Gold","M","71.5","139","6392","https://stoneridgegolf.com/golf-course/","Official StoneRidge rating table lists Black/Gold for the 6392-yard gold scorecard row."
"stoneridge-golf-course","StoneRidge Golf Course","White","White","M","66.9","124","5898","https://stoneridgegolf.com/golf-course/","Official StoneRidge scorecard images."
"stoneridge-golf-course","StoneRidge Golf Course","White","White","F","72.5","143","5898","https://stoneridgegolf.com/golf-course/","Official StoneRidge scorecard images."
"stoneridge-golf-course","StoneRidge Golf Course","Green","Green","M","64.1","119","5246","https://stoneridgegolf.com/golf-course/","Official StoneRidge scorecard images."
"stoneridge-golf-course","StoneRidge Golf Course","Green","Green","F","66.6","133","5246","https://stoneridgegolf.com/golf-course/","Official StoneRidge scorecard images."
"stoneridge-golf-course","StoneRidge Golf Course","Red","Red","F","67.2","127","4953","https://stoneridgegolf.com/golf-course/","Official StoneRidge scorecard images."
"capital-canyon-club","Capital Canyon Club","Black","Black","M","71.6","139","6622","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","Black/Blue","Combo","M","70.3","137","6315","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","Blue","Blue","M","69.1","134","6121","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","Blue/White","Combo","M","68.0","131","5913","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","White","White","M","67.1","127","5740","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","White","White","F","72.2","146","5740","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","White/Gray","Combo","M","65.1","120","5252","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","Gray","Gray","M","64.4","116","5085","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","Gray","Gray","F","68.7","135","5085","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","Gray/Teal","Combo","F","67.5","129","4890","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","Teal","Teal","M","63.0","109","4689","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"capital-canyon-club","Capital Canyon Club","Teal","Teal","F","66.2","125","4689","https://www.capitalcanyonclub.com/Files/Library/CCCSCORECARD2022.PDF","Official Capital Canyon Club 2022 scorecard PDF/image."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","Black","Black","M","73.1","140","7127","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","Black/Blue","Combo","M","72.0","136","6909","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","Blue","Blue","M","71.1","133","6736","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","Blue/Gold","Combo","M","69.1","129","6307","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","Gold","Gold","M","68.2","125","6090","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","Gold","Gold","F","73.8","151","6090","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","Gold/Burgundy","Combo","F","71.6","145","5710","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","Burgundy","Burgundy","F","68.6","134","5210","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","White","White","M","62.3","109","4762","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"flagstaff-ranch-golf-club","Flagstaff Ranch Golf Club","White","White","F","66.6","129","4762","https://www.flagstaffranch.com/files/Scorecard_Page_1.pdf","Official Flagstaff Ranch scorecard PDF."
"agave-highlands-golf-course","Agave Highlands Golf Course","Black","Black","M","71.1","121","6406","https://www.agavehighlands.com/golf-course","Official Agave Highlands course page and scorecard image."
"agave-highlands-golf-course","Agave Highlands Golf Course","White","White","M","68.4","116","5988","https://www.agavehighlands.com/golf-course","Official Agave Highlands course page and scorecard image."
"agave-highlands-golf-course","Agave Highlands Golf Course","Gold","Gold","M","65.7","110","5400","https://www.agavehighlands.com/golf-course","Official Agave Highlands course page and scorecard image."
"agave-highlands-golf-course","Agave Highlands Golf Course","Teal","Teal","M","63.7","105","5057","https://www.agavehighlands.com/golf-course","Official Agave Highlands course page and scorecard image."
"agave-highlands-golf-course","Agave Highlands Golf Course","Teal","Teal","F","68.1","116","5057","https://www.agavehighlands.com/golf-course","Official Agave Highlands course page and scorecard image."
"continental-country-club","Continental Country Club","White","White","M","67.5","118","6014","https://www.golfify.io/courses/continental-country-club","Golfify structured scorecard selected tee rating/slope seed; forward Red tee left out because gender is ambiguous in the source."
"prescott-lakes-golf-club","Prescott Lakes Golf Club","Black Bear","Black Bear","M","72.9","137","7190","https://www.theclubatprescottlakes.com/golf/scorecard","Official Prescott Lakes scorecard images."
"prescott-lakes-golf-club","Prescott Lakes Golf Club","Cougar","Cougar","M","70.9","129","6684","https://www.theclubatprescottlakes.com/golf/scorecard","Official Prescott Lakes scorecard images."
"prescott-lakes-golf-club","Prescott Lakes Golf Club","Antelope","Antelope","M","69.3","127","6255","https://www.theclubatprescottlakes.com/golf/scorecard","Official Prescott Lakes scorecard images."
"prescott-lakes-golf-club","Prescott Lakes Golf Club","Coyote","Coyote","M","66.5","115","5734","https://www.theclubatprescottlakes.com/golf/scorecard","Official Prescott Lakes scorecard images."
"prescott-lakes-golf-club","Prescott Lakes Golf Club","Coyote","Coyote","F","72.0","139","5734","https://www.theclubatprescottlakes.com/golf/scorecard","Official Prescott Lakes scorecard images."
"prescott-lakes-golf-club","Prescott Lakes Golf Club","Jackrabbit","Jackrabbit","F","69.8","129","5281","https://www.theclubatprescottlakes.com/golf/scorecard","Official Prescott Lakes scorecard images."
"prescott-lakes-golf-club","Prescott Lakes Golf Club","Roadrunner","Roadrunner","F","65.9","120","4724","https://www.theclubatprescottlakes.com/golf/scorecard","Official Prescott Lakes scorecard images."
"quailwood-greens-golf-course","Quailwood Greens Golf Course","Blue","Blue","M","64.2","106","5199","https://www.quailwoodgreens.com/golf/course","Official Quailwood Greens scorecard image."
"quailwood-greens-golf-course","Quailwood Greens Golf Course","White","White","M","61.9","98","4789","https://www.quailwoodgreens.com/golf/course","Official Quailwood Greens scorecard image."
"quailwood-greens-golf-course","Quailwood Greens Golf Course","Red","Red","M","59.9","93","4359","https://www.quailwoodgreens.com/golf/course","Official Quailwood Greens scorecard image."
"quailwood-greens-golf-course","Quailwood Greens Golf Course","Red","Red","F","61.7","100","4359","https://www.quailwoodgreens.com/golf/course","Official Quailwood Greens scorecard image."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","Green","Green","M","72.7","143","7007","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","Brown","Brown","M","71.1","139","6624","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","Brown/White","Brown/White","M","70.4","135","6388","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","White","White","M","69.9","131","6217","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","White/Gold","White/Gold","M","67.9","128","5820","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","Gold","Gold","M","67.1","124","5660","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","Gold","Gold","F","73.3","141","5660","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","Red/Gold","Red/Gold","F","71.1","139","5337","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","Red","Red","F","69.1","134","5003","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-canyon-course","Forest Highlands Golf Club - Canyon Course","Black","Black","F","63.9","125","4091","https://fhgc.com/canyon-course/","Official Forest Highlands Canyon scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","Green","Green","M","74.3","143","7340","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","Brown","Brown","M","72.9","140","7033","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","Brown/White","Brown/White","M","71.6","137","6737","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","White","White","M","70.5","134","6476","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","White/Gold","White/Gold","M","69.1","129","6205","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","Gold","Gold","M","68.1","126","5986","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","Gold","Gold","F","73.6","148","5986","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","Red/Gold","Red/Gold","F","71.9","140","5616","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","Red","Red","F","70.3","132","5291","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"forest-highlands-golf-club-meadow-course","Forest Highlands Golf Club - Meadow Course","Black","Black","F","63.5","118","4105","https://fhgc.com/meadow-course/","Official Forest Highlands Meadow scorecard PDF."
"talking-rock-golf-club","Talking Rock Golf Club","Heritage","Green","M","67.3","117","6095","https://www.golfify.io/courses/talking-rock-golf-club","Golfify structured scorecard selected tee rating/slope seed."
"pine-canyon-club","Pine Canyon Club","Copper","Brown","M","68.3","128","6352","https://www.golfify.io/courses/pine-canyon-golf-club","Golfify structured scorecard selected tee rating/slope seed."
"payson-golf-club","Payson Golf Club","White","White","M","66","111","5894","https://www.golfify.io/courses/payson-golf-course","Golfify structured scorecard selected tee rating/slope seed."
"the-rim-golf-club","The Rim Golf Club","Member","Silver","M","68.8","129","6179","https://www.golfify.io/courses/the-rim-golf-club","Golfify structured scorecard selected tee rating/slope seed."
"chaparral-pines-golf-club","Chaparral Pines Golf Club","Gold","Gold","M","68","123","5906","https://www.golfify.io/courses/golf-club-at-chaparral-pines","Golfify structured scorecard selected tee rating/slope seed."
"aspen-valley-golf-club","Aspen Valley Golf Club","Black","Black","M","72.3","134","6926","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","Black/Blue","Black/Blue","M","71.3","130","6732","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","Blue","Blue","M","70.4","127","6457","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","Blue/White","Blue/White","M","68.9","125","6115","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","White","White","M","67.3","123","5791","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","White/Gold","White/Gold","M","65.9","119","5502","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","Gold","Gold","M","64.8","116","5312","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","White","White","F","72.3","133","5791","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","White/Gold","White/Gold","F","70.7","129","5502","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","Gold","Gold","F","69.5","127","5312","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","Gold/Green","Gold/Green","F","66.5","121","4715","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
"aspen-valley-golf-club","Aspen Valley Golf Club","Green","Green","F","63.8","114","4298","https://www.aspenvalleygolf.com/getmedia/756782a6-c79f-4c75-ba7b-ef2ea1ef320e/Aspen_Valley_Scorecard_2026.aspx","Official Aspen Valley 2026 scorecard PDF."
